sep=,
S1Chart
X of Ga2O3_silicon_calib 75  1 Measured 75 [Wavelength (nm)],Ga2O3_silicon_calib 75  1 Measured 75 - Psi,X of Ga2O3_silicon_calib 70  2 Measured 70 [Wavelength (nm)],Ga2O3_silicon_calib 70  2 Measured 70 - Psi,X of Ga2O3_silicon_calib 65  3 Measured 65 [Wavelength (nm)],Ga2O3_silicon_calib 65  3 Measured 65 - Psi,X of Ga2O3_silicon_calib 60  4 Measured 60 [Wavelength (nm)],Ga2O3_silicon_calib 60  4 Measured 60 - Psi,X of Ga2O3_silicon_calib 55  5 Measured 55 [Wavelength (nm)],Ga2O3_silicon_calib 55  5 Measured 55 - Psi,X of Ga2O3_silicon_calib 50  6 Measured 50 [Wavelength (nm)],Ga2O3_silicon_calib 50  6 Measured 50 - Psi,X of Ga2O3_silicon_calib 75  1 Generated 75 [Wavelength (nm)],Ga2O3_silicon_calib 75  1 Generated 75 - Psi,X of Ga2O3_silicon_calib 70  2 Generated 70 [Wavelength (nm)],Ga2O3_silicon_calib 70  2 Generated 70 - Psi,X of Ga2O3_silicon_calib 65  3 Generated 65 [Wavelength (nm)],Ga2O3_silicon_calib 65  3 Generated 65 - Psi,X of Ga2O3_silicon_calib 60  4 Generated 60 [Wavelength (nm)],Ga2O3_silicon_calib 60  4 Generated 60 - Psi,X of Ga2O3_silicon_calib 55  5 Generated 55 [Wavelength (nm)],Ga2O3_silicon_calib 55  5 Generated 55 - Psi,X of Ga2O3_silicon_calib 50  6 Generated 50 [Wavelength (nm)],Ga2O3_silicon_calib 50  6 Generated 50 - Psi
941.21521945613,36.7385276562584,941.21521945613,33.4793269451878,941.21521945613,30.2055726499552,941.21521945613,28.4355134479543,941.21521945613,28.7094204804217,941.21521945613,28.8766397435503,941.21521945613,35.7796821965146,941.21521945613,32.292607503197,941.21521945613,29.1999814735571,941.21521945613,27.3115682382456,941.21521945613,27.2410941100854,941.21521945613,28.8409298990041
940.429162584253,36.6747188741953,940.429162584253,33.2947013638481,940.429162584253,30.3732604750452,940.429162584253,28.0393192981082,940.429162584253,28.2266815090864,940.429162584253,30.6323354646812,940.429162584253,35.7329690816923,940.429162584253,32.2382152552609,940.429162584253,29.1480225028994,940.429162584253,27.2732096906947,940.429162584253,27.2215106700634,940.429162584253,28.836330992335
939.643105712369,36.3838504519616,939.643105712369,33.3998666015109,939.643105712369,30.5994060209919,939.643105712369,28.0728070466239,939.643105712369,29.1190643789442,939.643105712369,30.9123624969463,939.643105712369,35.6862108866454,939.643105712369,32.1838343426972,939.643105712369,29.0961664858852,939.643105712369,27.2350298895874,939.643105712369,27.2021045923531,939.643105712369,28.8318489091197
938.857048840492,36.4535344228381,938.857048840492,33.0660342370478,938.857048840492,29.9627852284932,938.857048840492,28.5517453314681,938.857048840492,28.1679246509224,938.857048840492,29.6428544451022,938.857048840492,35.6394225230943,938.857048840492,32.1294846225671,938.857048840492,29.0444374151371,938.857048840492,27.1970546162795,938.857048840492,27.18290003992,938.857048840492,28.8275039237796
938.070991968611,36.3739801459402,938.070991968611,32.9306894689733,938.070991968611,30.2986322849397,938.070991968611,28.5147555581708,938.070991968611,28.3299755839652,938.070991968611,29.0676144188214,938.070991968611,35.5926025783522,938.070991968611,32.0751641776852,938.070991968611,28.9928327573207,938.070991968611,27.1592805860206,938.070991968611,27.163893306549,938.070991968611,28.8232927804455
937.284935096727,36.4902383051157,937.284935096727,33.2946713920925,937.284935096727,30.3171869614983,937.284935096727,28.3563000222368,937.284935096727,28.6508293643173,937.284935096727,31.1808058950195,937.284935096727,35.5457385384384,937.284935096727,32.0208562575092,937.284935096727,28.9413318963504,937.284935096727,27.1216847340766,937.284935096727,27.1450617862931,937.284935096727,28.8191963085644
936.498878224845,36.3071759675363,936.498878224845,33.0151122294197,936.498878224845,29.5854881833783,936.498878224845,28.0391916892742,936.498878224845,28.4668115191106,936.498878224845,29.610893728519,936.498878224845,35.4988307554296,936.498878224845,31.9665612863556,936.498878224845,28.889935152063,936.498878224845,27.0842669337234,936.498878224845,27.1264048543467,936.498878224845,28.8152138882432
935.712821352963,36.4318951876446,935.712821352963,32.906677205167,935.712821352963,29.9937509096821,935.712821352963,28.5171686918015,935.712821352963,27.9149334832939,935.712821352963,29.8321568782166,935.712821352963,35.4518795701483,935.712821352963,31.9122796759249,935.712821352963,28.8386428336281,935.712821352963,27.0470270514841,935.712821352963,27.1079218849303,935.712821352963,28.8113449020106
934.926764481084,36.219676419942,934.926764481084,32.8688776104622,934.926764481084,30.0823362590309,934.926764481084,28.2514226521764,934.926764481084,28.7510143861336,934.926764481084,30.4745366969895,934.926764481084,35.4048853121394,934.926764481084,31.8580118253511,934.926764481084,28.7874552396658,934.926764481084,27.0099649472439,934.926764481084,27.0896122513451,934.926764481084,28.8075887348041
934.140707609202,36.4036934849369,934.140707609202,32.8213377076814,934.140707609202,29.6460531570419,934.140707609202,28.2933369343125,934.140707609202,28.3342056498183,934.140707609202,30.2539209462732,934.140707609202,35.357848299647,934.140707609202,31.8037581212498,934.140707609202,28.7363726583636,934.140707609202,26.9730804743599,934.140707609202,27.071475326025,934.140707609202,28.8039447739562
933.354650737323,36.0900966907789,933.354650737323,32.5817438314594,933.354650737323,29.765385987574,933.354650737323,28.0553226958767,933.354650737323,27.8719572954752,933.354650737323,29.5101528185323,933.354650737323,35.3107688395928,933.354650737323,31.7495189377686,933.354650737323,28.685395367594,933.354650737323,26.936373479773,933.354650737323,27.0535104805895,933.354650737323,28.8004124091807
932.568593865444,36.1604585062847,932.568593865444,32.7575705133986,932.568593865444,30.0997252794028,932.568593865444,28.2336975715193,932.568593865444,28.4672089927369,932.568593865444,30.9262357034172,932.568593865444,35.2636472275548,932.568593865444,31.6952946366374,932.568593865444,28.6345236350302,932.568593865444,26.8998438041152,932.568593865444,27.0357170858928,932.568593865444,28.7969910325588
931.782536993563,35.9124331918053,931.782536993563,32.8553809107779,931.782536993563,29.1420270747694,931.782536993563,28.1278949278209,931.782536993563,28.3663256405503,931.782536993563,29.5813045082616,931.782536993563,35.2164837477471,931.782536993563,31.6410855672193,931.782536993563,28.5837577182628,931.782536993563,26.8634912818186,931.782536993563,27.0180945120737,931.782536993563,28.7936800385244
930.996480121682,36.0780464672101,930.996480121682,32.7809637221388,930.996480121682,30.1362947721673,930.996480121682,27.9539414710091,930.996480121682,27.3808844037444,930.996480121682,29.3232650473283,930.996480121682,35.1692786730009,930.996480121682,31.5868920665631,930.996480121682,28.5330978649158,930.996480121682,26.8273157412209,930.996480121682,27.0006421286035,930.996480121682,28.79047882385
930.210423249798,35.8294925653952,930.210423249798,32.5191714704565,930.210423249798,30.0567609612111,930.210423249798,28.1421120516077,930.210423249798,28.8835072647775,930.210423249798,30.9033891460246,930.210423249798,35.1220322647462,930.210423249798,31.5327144594559,930.210423249798,28.4825443127622,930.210423249798,26.7913170046705,930.210423249798,26.983359304333,930.210423249798,28.7873867876317
929.424366377918,35.9611867066561,929.424366377918,32.3502355875711,929.424366377918,29.3138423253077,929.424366377918,28.1019235611018,929.424366377918,28.7150346562485,929.424366377918,30.0901589830521,929.424366377918,35.0747447729949,929.424366377918,31.4785530584765,929.424366377918,28.4320972898397,929.424366377918,26.7554948886306,929.424366377918,26.9662454075382,929.424366377918,28.7844033312739
928.638309506041,35.772448641661,928.638309506041,32.2510303836705,928.638309506041,29.6507749906802,928.638309506041,27.6892473467424,928.638309506041,27.5850508395297,928.638309506041,29.4463681298731,928.638309506041,35.0274164363233,928.638309506041,31.4244081640488,928.638309506041,28.3817570145652,928.638309506041,26.7198492037814,928.638309506041,26.9492998059652,928.638309506041,28.7815278584748
927.852252634154,35.8363258739524,927.852252634154,32.395937371016,927.852252634154,30.0406338456391,927.852252634154,28.1546742357715,927.852252634154,28.6201275828037,927.852252634154,30.3685192899554,927.852252634154,34.980047481856,927.852252634154,31.3702800644961,927.852252634154,28.3315236958487,927.852252634154,26.6843797551202,927.852252634154,26.9325218668734,927.852252634154,28.7787597752102
927.066195762279,35.7343849943897,927.066195762279,32.3312233711801,927.066195762279,29.2949815012753,927.066195762279,27.5927017969255,927.066195762279,28.2583438991461,927.066195762279,29.8286623090166,927.066195762279,34.9326381252542,927.066195762279,31.3161690360988,927.066195762279,28.2813975332109,927.066195762279,26.6490863420641,927.066195762279,26.9159109570792,927.066195762279,28.7760984897183
926.280138890394,35.8110647490133,926.280138890394,32.1902425309438,926.280138890394,29.4339078142541,926.280138890394,27.9118044774143,926.280138890394,27.8506395399939,926.280138890394,29.6325745546229,926.280138890394,34.8851885706967,926.280138890394,31.262075343146,926.280138890394,28.2313787168919,926.280138890394,26.6139687585446,926.280138890394,26.8994664429955,926.280138890394,28.7735434124836
925.494082018515,35.7913931364197,925.494082018515,32.3677053692842,925.494082018515,29.254387254413,925.494082018515,27.9391903443699,925.494082018515,28.3263159420078,925.494082018515,30.5656347623973,925.494082018515,34.8376990108714,925.494082018515,31.207999237996,925.494082018515,28.1814674279702,925.494082018515,26.5790267931089,925.494082018515,26.8831876906746,925.494082018515,28.7710939562213
924.708025146633,35.7459644344567,924.708025146633,31.9256592571061,924.708025146633,29.2408472495559,924.708025146633,27.6155888606516,924.708025146633,28.1733614263366,924.708025146633,30.3264175190657,924.708025146633,34.7902050655042,924.708025146633,31.1539892484309,924.708025146633,28.1317239105378,924.708025146633,26.5443268675759,924.708025146633,26.8671382190068,924.708025146633,28.7688039140037
923.92196827475,35.4897550585828,923.92196827475,31.8239910697359,923.92196827475,29.0825379519645,923.92196827475,27.5330568012228,923.92196827475,27.3723937713567,923.92196827475,29.6884557963592,923.92196827475,34.7426867254074,923.92196827475,31.1000181732266,923.92196827475,28.0821142403054,923.92196827475,26.5098308939111,923.92196827475,26.8512808373282,923.92196827475,28.7666416549417
923.13591140287,35.5110304828667,923.13591140287,31.9574875652092,923.13591140287,29.1975365084906,923.13591140287,27.734435449107,923.13591140287,28.2574589251881,923.13591140287,29.9382814452306,923.13591140287,34.6951286433947,923.13591140287,31.0460651141586,923.13591140287,28.0326123092555,923.13591140287,26.4755095018803,923.13591140287,26.8355868367703,923.13591140287,28.764582791882
922.349854530989,35.3280458982706,922.349854530989,31.969162357864,922.349854530989,29.1263184209784,922.349854530989,27.3967011254451,922.349854530989,27.9144328250781,922.349854530989,30.5135631564105,922.349854530989,34.6475309691993,922.349854530989,30.9921302809265,922.349854530989,27.9832182679549,922.349854530989,26.4413624641621,922.349854530989,26.820055587437,922.349854530989,28.7626267518007
921.563797659112,35.3606235654644,921.563797659112,31.873839483919,921.563797659112,28.8863172440881,921.563797659112,27.7423773653011,921.563797659112,27.902527894667,921.563797659112,29.9143123445045,921.563797659112,34.5998938410012,921.563797659112,30.9382138715724,921.563797659112,27.9339322583387,921.563797659112,26.4073895484799,921.563797659112,26.8046864592193,921.563797659112,28.7607729637737
920.777740787233,35.287762711103,920.777740787233,31.9293647430218,920.777740787233,29.0565213653386,920.777740787233,27.5736036332876,920.777740787233,28.0683492431178,920.777740787233,29.9801133445244,920.777740787233,34.552217385417,920.777740787233,30.8843160725392,920.777740787233,27.8847544138207,920.777740787233,26.3735905176909,920.777740787233,26.7894788218298,920.777740787233,28.7590208589607
919.991683915347,35.4038808279464,919.991683915347,31.8365957412336,919.991683915347,29.1447058823645,919.991683915347,27.6722591825311,919.991683915347,28.1632513862961,919.991683915347,29.842704543508,919.991683915347,34.5045017174919,919.991683915347,30.8304370587302,919.991683915347,27.8356848594046,919.991683915347,26.3399651298766,919.991683915347,26.7744320448373,919.991683915347,28.7573698705885
919.205627043466,35.325477208305,919.205627043466,31.8497083628885,919.205627043466,28.8600648224082,919.205627043466,27.5654007566439,919.205627043466,27.8309011678185,919.205627043466,29.5511907250915,919.205627043466,34.4567469406922,919.205627043466,30.7765769935704,919.205627043466,27.7867237117952,919.205627043466,26.3065131384301,919.205627043466,26.7595454976997,919.205627043466,28.755819433934
918.419570171587,35.217193394738,918.419570171587,31.8620905502777,918.419570171587,29.0360529614814,918.419570171587,27.5609122464943,918.419570171587,28.1960184085414,918.419570171587,29.8355832948257,918.419570171587,34.4089531468964,918.419570171587,30.7227360290645,918.419570171587,27.737871079506,918.419570171587,26.2732342921428,918.419570171587,26.7448185497961,918.419570171587,28.7543689863072
917.633513299707,35.1768222736971,917.633513299707,31.7014222718555,917.633513299707,28.9163174120512,917.633513299707,27.5329389154449,917.633513299707,27.9792875760893,917.633513299707,29.9923461988731,917.633513299707,34.361120416389,917.633513299707,30.6689143058585,917.633513299707,27.6891270629696,917.633513299707,26.2401283352895,917.633513299707,26.7302505704583,917.633513299707,28.7530179670347
916.847456427828,35.1311772118166,916.847456427828,31.5740163081729,916.847456427828,28.7383270052218,916.847456427828,27.4806934161193,916.847456427828,28.008888540453,916.847456427828,29.950827205854,916.847456427828,34.3132488178544,916.847456427828,30.6151119533008,916.847456427828,27.640491754647,916.847456427828,26.2071950077138,916.847456427828,26.7158409290013,916.847456427828,28.7517658174419
916.061399555944,35.0752921963701,916.061399555944,31.5963489914902,916.061399555944,28.8089541116586,916.061399555944,27.4213161845927,916.061399555944,27.8375924840426,916.061399555944,29.9306372926468,916.061399555944,34.265338408371,916.061399555944,30.5613290895035,916.061399555944,27.5919652391347,916.061399555944,26.1744340449105,916.061399555944,26.7015889947531,916.061399555944,28.750611980836
915.275342684068,35.0566554247741,915.275342684068,31.516629519941,915.275342684068,28.7821070381707,915.275342684068,27.4584759148427,915.275342684068,27.9638318576578,915.275342684068,29.884722213323,915.275342684068,34.2173892334069,915.275342684068,30.5075658214049,915.275342684068,27.5435475932747,915.275342684068,26.1418451781089,915.275342684068,26.6874941370833,915.275342684068,28.7495559024887
914.489285812183,35.0878238222298,914.489285812183,31.5266496698445,914.489285812183,28.6112506708377,914.489285812183,27.4542848826617,914.489285812183,27.9894552225963,914.489285812183,29.907941051789,914.489285812183,34.1694013268134,914.489285812183,30.453822244829,914.489285812183,27.4952388862587,914.489285812183,26.109428134352,914.489285812183,26.6735557254312,914.489285812183,28.7485970296187
913.703228940306,34.9811473648232,913.703228940306,31.5141536709289,913.703228940306,28.7579776594782,913.703228940306,27.420740360943,913.703228940306,27.9006023219166,913.703228940306,29.7925462662487,913.703228940306,34.1213747108243,913.703228940306,30.4000984445519,913.703228940306,27.4470391797391,913.703228940306,26.0771826365788,913.703228940306,26.6597731293334,913.703228940306,28.7477348113742
912.917172068421,34.9522900556633,912.917172068421,31.4726294398784,912.917172068421,28.6106462960735,912.917172068421,27.42141457352,912.917172068421,27.7763066855255,912.917172068421,30.0182516177797,912.917172068421,34.0733093960482,912.917172068421,30.3463944943598,912.917172068421,27.3989485279313,912.917172068421,26.0451084037007,912.917172068421,26.6461457184494,912.917172068421,28.7469686988151
912.131115196539,34.9568895245594,912.131115196539,31.4155378076348,912.131115196539,28.5440528551064,912.131115196539,27.2777885764045,912.131115196539,27.9255001205076,912.131115196539,29.9124497280962,912.131115196539,34.0252053814695,912.131115196539,30.2927104571163,912.131115196539,27.3509669777236,912.131115196539,26.0132051506814,912.131115196539,26.6326728625884,912.131115196539,28.7462981448956
911.34505832466,34.7645703634502,911.34505832466,31.394516333627,911.34505832466,28.7397710733947,911.34505832466,27.3750041883818,911.34505832466,27.7523744896058,911.34505832466,30.0183103464379,911.34505832466,33.9770969820469,911.34505832466,30.239093539612,911.34505832466,27.3031533451264,911.34505832466,25.9815372550532,911.34505832466,26.6194153771384,911.34505832466,28.7457742201856
910.559001452782,34.7339782352916,910.559001452782,31.3002099777995,910.559001452782,28.490108063354,910.559001452782,27.2836149016233,910.559001452782,28.0879904581385,910.559001452782,29.8575913838202,910.559001452782,33.9290041704898,910.559001452782,30.1855713523144,910.559001452782,27.2555420708331,910.559001452782,25.9501421873212,910.559001452782,26.6064083673822,910.559001452782,28.7454263212752
909.7729445809,34.8657421894033,909.7729445809,31.1332225670843,909.7729445809,28.2314213591485,909.7729445809,27.2966099144487,909.7729445809,27.8619431070691,909.7729445809,30.1104552072322,909.7729445809,33.8808722050728,909.7729445809,30.132068822454,909.7729445809,27.2080395861439,909.7729445809,25.9189166351636,909.7729445809,26.593553254754,909.7729445809,28.7451715937226
908.986887709018,34.5392348446935,908.986887709018,31.201304488646,908.986887709018,28.641381227893,908.986887709018,27.0909936839081,908.986887709018,27.3501249532204,908.986887709018,29.4617737131524,908.986887709018,33.8327010437281,908.986887709018,30.078585977579,908.986887709018,27.1606459180662,908.986887709018,25.8878603062366,908.986887709018,26.5808494183414,908.986887709018,28.7450095068214
908.200830837137,34.5055557252573,908.200830837137,31.1898593972387,908.200830837137,28.1128558658432,908.200830837137,27.2209941469091,908.200830837137,27.7376562631509,908.200830837137,29.667266930994,908.200830837137,33.7844906327331,908.200830837137,30.0251228345988,908.200830837137,27.1133610867474,908.200830837137,25.8569729045572,908.200830837137,26.5682962374343,908.200830837137,28.7449395315925
907.414773965257,34.5323769570605,907.414773965257,30.9739531956139,907.414773965257,28.2781784447952,907.414773965257,26.8038378359613,907.414773965257,27.7555161239222,907.414773965257,29.7883216109877,907.414773965257,33.7362409067085,907.414773965257,29.9716793998477,907.414773965257,27.0661851055779,907.414773965257,25.8262541305747,907.414773965257,26.5558930915469,907.414773965257,28.7449611407673
906.628717093373,34.4906239914578,906.628717093373,30.9181806623192,906.628717093373,28.2506607998387,906.628717093373,26.9195086364445,906.628717093373,27.7049179606496,906.628717093373,29.9345993905774,906.628717093373,33.6879517886186,906.628717093373,29.9182556691495,906.628717093373,27.0191179812935,906.628717093373,25.7957036812413,906.628717093373,26.5436393604387,906.628717093373,28.7450738087696
905.842660221493,34.3415699957823,905.842660221493,30.8248188406398,905.842660221493,28.0351899427958,905.842660221493,27.0905696534844,905.842660221493,27.8718110209079,905.842660221493,30.0613193763145,905.842660221493,33.6396231897709,905.842660221493,29.8648516278826,905.842660221493,26.9721597140786,905.842660221493,25.7653212500829,905.842660221493,26.5315344241351,905.842660221493,28.7452770116985
905.056603349615,34.3014024980528,905.056603349615,30.7185335718878,905.056603349615,28.1020520795958,905.056603349615,26.9076170540759,905.056603349615,27.7666858700267,905.056603349615,29.8037861926413,905.056603349615,33.591255009815,905.056603349615,29.811467251043,905.056603349615,26.9253102976663,905.056603349615,25.7351065272666,905.056603349615,26.5195776629468,905.056603349615,28.7455702273109
904.270546477733,34.2941404519958,904.270546477733,30.7704022289698,904.270546477733,28.1263742298899,904.270546477733,26.8584807666382,904.270546477733,27.6266726940998,904.270546477733,29.6755523455974,904.270546477733,33.5428471367436,904.270546477733,29.7581025033098,904.270546477733,26.87856971944,904.270546477733,25.705059199669,904.270546477733,26.5077684574888,904.270546477733,28.7459529350037
903.484489605854,34.2956843051159,903.484489605854,30.7378819112158,903.484489605854,28.0250718037942,903.484489605854,27.0258489484349,903.484489605854,27.6646508601242,903.484489605854,29.882854952931,903.484489605854,33.494399446894,903.484489605854,29.7047573391107,903.484489605854,26.8319379605347,903.484489605854,25.6751789509434,903.484489605854,26.4961061886997,903.484489605854,28.7464246157964
902.698432733971,34.2337416484171,902.698432733971,30.6874556183098,902.698432733971,27.9065910597643,902.698432733971,26.8607002626566,902.698432733971,27.6615479466408,902.698432733971,29.8992155331119,902.698432733971,33.4459118049471,902.698432733971,29.6514317026861,902.698432733971,26.7854149959361,902.698432733971,25.6454654615849,902.698432733971,26.4845902378585,902.698432733971,28.7469847523136
901.912375862091,34.2473863043456,901.912375862091,30.660188367546,901.912375862091,28.061020179233,901.912375862091,26.957476361231,901.912375862091,27.7214287554587,901.912375862091,29.8374833321211,901.912375862091,33.3973840639308,901.912375862091,29.598125528155,901.912375862091,26.7390007945813,901.912375862091,25.6159184089961,901.912375862091,26.4732199866025,901.912375862091,28.747632828767
901.126318990209,34.1649736712914,901.126318990209,30.7356648775261,901.126318990209,27.9074000033149,901.126318990209,26.9069361822322,901.126318990209,27.6611524878911,901.126318990209,29.6678854067736,901.126318990209,33.3488160652197,901.126318990209,29.5448387395797,901.126318990209,26.6926953194563,901.126318990209,25.58653746755,901.126318990209,26.4619948169435,901.126318990209,28.748368330938
900.340262118332,34.1575561983374,900.340262118332,30.560193002953,900.340262118332,27.9097104150072,900.340262118332,26.8123483633295,900.340262118332,27.7514311990013,900.340262118332,29.7133915572631,900.340262118332,33.3002076385385,900.340262118332,29.491571251032,900.340262118332,26.6464985276966,900.340262118332,25.557322308654,900.340262118332,26.450914111284,900.340262118332,28.74919074616
899.554205246451,34.072784477973,899.554205246451,30.4306384891102,899.554205246451,27.7509934636838,899.554205246451,26.7367746209457,899.554205246451,27.4013177322442,899.554205246451,29.655200215304,899.554205246451,33.2515586019621,899.554205246451,29.4383229666577,899.554205246451,26.600410370683,899.554205246451,25.5282726008109,899.554205246451,26.4399772524325,899.554205246451,28.7500995633005
898.768148374568,33.9986144220691,898.768148374568,30.3830731103835,898.768148374568,27.699067140379,898.768148374568,26.7175243802001,898.768148374568,27.4373847323686,898.768148374568,29.649605176415,898.768148374568,33.20286876192,898.768148374568,29.3850937807434,898.768148374568,26.5544307941411,898.768148374568,25.4993880096808,898.768148374568,26.4291836236184,898.768148374568,28.751094272744
897.982091502687,33.9258595845353,897.982091502687,30.3958072245149,897.982091502687,27.5524445519667,897.982091502687,26.6043847673595,897.982091502687,27.545011492543,897.982091502687,29.8772787887724,897.982091502687,33.1542191395872,897.982091502687,29.3319959790194,897.982091502687,26.5086997997102,897.982091502687,25.470820643002,897.982091502687,26.4186754218522,897.982091502687,28.7522932687382
897.196034630807,33.8826235960683,897.196034630807,30.2116842623144,897.196034630807,27.5298647856155,897.196034630807,26.600109526779,897.196034630807,27.7669253260267,897.196034630807,29.8264856270642,897.196034630807,33.1055872444228,897.196034630807,29.2789988006745,897.196034630807,26.4631792046223,897.196034630807,25.4425284735647,897.196034630807,26.4084127163265,897.196034630807,28.7536631897122
896.409977758926,33.8410097037893,896.409977758926,30.2281443556632,896.409977758926,27.4754493920828,896.409977758926,26.4722637177896,896.409977758926,27.3636429157872,896.409977758926,29.741299206528,896.409977758926,33.0569133744335,896.409977758926,29.2260198614896,896.409977758926,26.4177664619118,896.409977758926,25.41439956681,896.409977758926,26.3982902816777,896.409977758926,28.7551164047096
