sep=,
S1Chart
X of SiO2_calib 75  1 Measured 75 [Wavelength (nm)],SiO2_calib 75  1 Measured 75 - Psi,X of SiO2_calib 70  2 Measured 70 [Wavelength (nm)],SiO2_calib 70  2 Measured 70 - Psi,X of SiO2_calib 65  3 Measured 65 [Wavelength (nm)],SiO2_calib 65  3 Measured 65 - Psi,X of SiO2_calib 60  4 Measured 60 [Wavelength (nm)],SiO2_calib 60  4 Measured 60 - Psi,X of SiO2_calib 55  5 Measured 55 [Wavelength (nm)],SiO2_calib 55  5 Measured 55 - Psi,X of SiO2_calib 50  6 Measured 50 [Wavelength (nm)],SiO2_calib 50  6 Measured 50 - Psi,X of SiO2_calib 75  1 Generated 75 [Wavelength (nm)],SiO2_calib 75  1 Generated 75 - Psi,X of SiO2_calib 70  2 Generated 70 [Wavelength (nm)],SiO2_calib 70  2 Generated 70 - Psi,X of SiO2_calib 65  3 Generated 65 [Wavelength (nm)],SiO2_calib 65  3 Generated 65 - Psi,X of SiO2_calib 60  4 Generated 60 [Wavelength (nm)],SiO2_calib 60  4 Generated 60 - Psi,X of SiO2_calib 55  5 Generated 55 [Wavelength (nm)],SiO2_calib 55  5 Generated 55 - Psi,X of SiO2_calib 50  6 Generated 50 [Wavelength (nm)],SiO2_calib 50  6 Generated 50 - Psi
942.001276328014,33.2031481389882,942.001276328014,31.4991588725607,942.001276328014,31.5722180897034,942.001276328014,32.8407260720315,942.001276328014,34.3882759285599,942.001276328014,37.1581474721267,942.001276328014,33.4215655040782,942.001276328014,31.9220603890477,942.001276328014,31.8350170300721,942.001276328014,32.8193820512012,942.001276328014,34.4263257085839,942.001276328014,36.2704008361946
941.21521945613,33.2513394755448,941.21521945613,31.7896328084494,941.21521945613,31.707023259769,941.21521945613,32.9631808742002,941.21521945613,34.9259239110366,941.21521945613,36.3147612927164,941.21521945613,33.44507964271,941.21521945613,31.9483442064871,941.21521945613,31.8613453344882,941.21521945613,32.8440468005123,941.21521945613,34.4485692032088,941.21521945613,36.2899805545766
940.429162584253,33.2579115740972,940.429162584253,31.6503309173885,940.429162584253,31.7694422250673,940.429162584253,32.82452411909,940.429162584253,34.2751146681722,940.429162584253,35.8467017819933,940.429162584253,33.4686434964341,940.429162584253,31.9746934256179,940.429162584253,31.8877519727425,940.429162584253,32.8687976601183,940.429162584253,34.4709005363859,940.429162584253,36.309644479137
939.643105712369,33.0020874457054,939.643105712369,31.8572865971024,939.643105712369,31.6714060345756,939.643105712369,32.5108289502666,939.643105712369,34.358400652729,939.643105712369,36.0030992709824,939.643105712369,33.4922573151256,939.643105712369,32.0011083805585,939.643105712369,31.9142373519999,939.643105712369,32.8936350892331,939.643105712369,34.4933201885642,939.643105712369,36.3293930769755
938.857048840492,33.3779501495108,938.857048840492,31.8569792942949,938.857048840492,31.6999494074713,938.857048840492,32.5457723301923,938.857048840492,34.8840380084876,938.857048840492,36.6392556953155,938.857048840492,33.5159269966063,938.857048840492,32.0275975620642,938.857048840492,31.9408117754384,938.857048840492,32.9185699784313,938.857048840492,34.515838524692,938.857048840492,36.3492354635838
938.070991968611,33.2419756317751,938.070991968611,31.8143249978939,938.070991968611,31.6340950970195,938.070991968611,32.8103452165981,938.070991968611,34.651989727628,938.070991968611,36.0651291694086,938.070991968611,33.5396521408218,938.070991968611,32.0541603573289,938.070991968611,31.9674744978786,938.070991968611,32.9436015719658,938.070991968611,34.5384548738826,938.070991968611,36.369171097219
937.284935096727,33.2670956075001,937.284935096727,31.871843545664,937.284935096727,31.7039937019864,937.284935096727,32.92908419566,937.284935096727,34.4657210470716,937.284935096727,36.4220307719176,937.284935096727,33.5634280110189,937.284935096727,32.0807898954965,937.284935096727,31.9942171837479,937.284935096727,32.968721113564,937.284935096727,34.5611609847337,937.284935096727,36.3891928050598
936.498878224845,33.2535100997583,936.498878224845,31.7397414815573,936.498878224845,31.8362429174925,936.498878224845,33.0447850299527,936.498878224845,34.8230613148581,936.498878224845,36.5401634305035,936.498878224845,33.587254864645,936.498878224845,32.107486520562,936.498878224845,32.0210402518753,936.498878224845,32.9939290750989,936.498878224845,34.5839573503535,936.498878224845,36.409301065803
935.712821352963,33.2171722074513,935.712821352963,31.7823577794792,935.712821352963,31.7806497456425,935.712821352963,33.2243877793515,935.712821352963,34.2436085926505,935.712821352963,36.7472557588483,935.712821352963,33.6111329611155,935.712821352963,32.1342505790905,935.712821352963,32.0479441241334,935.712821352963,33.0192259317582,935.712821352963,34.6068444671747,935.712821352963,36.4294963612022
934.926764481084,33.122021336447,934.926764481084,31.881621481309,934.926764481084,31.8332039361713,934.926764481084,33.1731614095181,934.926764481084,34.2549485734538,934.926764481084,36.8716225938512,934.926764481084,33.6350625618318,934.926764481084,32.1610824202403,934.926764481084,32.0749292254653,934.926764481084,33.0446121620709,934.926764481084,34.6298228349795,934.926764481084,36.449779176087
934.140707609202,33.5419881195189,934.140707609202,31.8921401703202,934.140707609202,32.0228406550409,934.140707609202,32.7576200088281,934.140707609202,34.7942602021857,934.140707609202,36.783353855298,934.140707609202,33.6590439301995,934.140707609202,32.1879823957866,934.140707609202,32.1019959839118,934.140707609202,33.0700882479356,934.140707609202,34.6528929569251,934.140707609202,36.4701499983833
933.354650737323,33.3940386385983,933.354650737323,32.0371587145858,933.354650737323,32.0512496053578,933.354650737323,32.8960711745072,933.354650737323,34.6955181799061,933.354650737323,36.5852229435273,933.354650737323,33.683077331647,933.354650737323,32.2149508601454,933.354650737323,32.1291448306383,933.354650737323,33.0956546746487,933.354650737323,34.6760553395691,933.354650737323,36.4906093191328
932.568593865444,33.3243433785257,932.568593865444,31.8762494520782,932.568593865444,31.6537415540799,932.568593865444,33.1008507462107,932.568593865444,34.6494550822051,932.568593865444,36.4585311920636,932.568593865444,33.7071630336449,932.568593865444,32.2419881703978,932.568593865444,32.1563761999632,932.568593865444,33.1213119309325,932.568593865444,34.6993104928956,932.568593865444,36.5111576325137
931.782536993563,33.7893709787875,931.782536993563,31.9961973000857,931.782536993563,32.1778419868566,931.782536993563,33.0018727720862,931.782536993563,35.2184893497794,931.782536993563,36.9416430342179,931.782536993563,33.7313013057242,931.782536993563,32.2690946863145,931.782536993563,32.1836905293856,931.782536993563,33.1470605089645,931.782536993563,34.7226589303408,931.782536993563,36.5317954358603
930.996480121682,33.3897854472919,930.996480121682,32.2285725342883,930.996480121682,31.8434868136379,930.996480121682,33.1312563834267,930.996480121682,34.9626681556014,930.996480121682,36.5782269412196,930.996480121682,33.755492419496,930.996480121682,32.2962707703802,930.996480121682,32.2110882596133,930.996480121682,33.1729009044056,930.996480121682,34.7461011688196,930.996480121682,36.5525232296835
930.210423249798,33.4341796988087,930.210423249798,31.9842422195143,930.210423249798,31.9082718086801,930.210423249798,32.9382484586994,930.210423249798,34.9154610125677,930.210423249798,35.8802910047378,930.210423249798,33.7797366486707,930.210423249798,32.3235167878186,930.210423249798,32.2385698345921,930.210423249798,33.1988336164299,930.210423249798,34.7696377287515,930.210423249798,36.573341517691
929.424366377918,33.6727458164961,929.424366377918,32.2507392700244,929.424366377918,32.2659423099496,929.424366377918,32.7352242150294,929.424366377918,35.4643349670984,929.424366377918,37.1645565784749,929.424366377918,33.8040342690775,929.424366377918,32.3508331066178,929.424366377918,32.2661357015334,929.424366377918,33.2248591477536,929.424366377918,34.7932691340877,929.424366377918,36.5942508068077
928.638309506041,33.7033426189033,928.638309506041,32.2693353543234,928.638309506041,32.3415508928953,928.638309506041,33.2063960583922,928.638309506041,35.0298174996445,928.638309506041,36.2757593711981,928.638309506041,33.8283855586848,928.638309506041,32.3782200975554,928.638309506041,32.2937863109445,928.638309506041,33.2509780046653,928.638309506041,34.8169959123372,928.638309506041,36.6152516071964
927.852252634154,33.4472229000473,927.852252634154,32.3647430510281,927.852252634154,31.9772675837239,927.852252634154,33.3970845317737,927.852252634154,34.7491884237511,927.852252634154,36.9691791174689,927.852252634154,33.85279079762,927.852252634154,32.4056781342251,927.852252634154,32.3215221166583,927.852252634154,33.2771906970563,927.852252634154,34.8408185945952,927.852252634154,36.6363444322784
927.066195762279,33.8543330047605,927.066195762279,31.9212002620129,927.066195762279,32.2992656727078,927.066195762279,33.1973995210702,927.066195762279,34.8234470162741,927.066195762279,37.0435404584808,927.066195762279,33.8772502681885,927.066195762279,32.4332075930612,927.066195762279,32.3493435758608,927.066195762279,33.3034977384494,927.066195762279,34.8647377155681,927.066195762279,36.6575297987533
926.280138890394,33.6114090376889,926.280138890394,32.4422819007922,926.280138890394,32.1033308288969,926.280138890394,33.6626349191741,926.280138890394,34.8017648127809,926.280138890394,36.8995018664305,926.280138890394,33.9017642548969,926.280138890394,32.4608088533667,926.280138890394,32.3772511491244,926.280138890394,33.3298996460319,926.280138890394,34.8887538136031,926.280138890394,36.6788082266214
925.494082018515,33.7788656586072,925.494082018515,32.0562802768659,925.494082018515,32.2372186011833,925.494082018515,33.2076809566928,925.494082018515,34.8047204901766,925.494082018515,37.0416037219347,925.494082018515,33.9263330444706,925.494082018515,32.4884822973383,925.494082018515,32.4052453004353,925.494082018515,33.3563969406838,925.494082018515,34.9128674307142,925.494082018515,36.7001802392027
924.708025146633,33.7541115098967,924.708025146633,32.1687271695061,924.708025146633,32.271044834449,924.708025146633,33.2838053587928,924.708025146633,35.0008255554418,924.708025146633,37.6208173827191,924.708025146633,33.950974805876,924.708025146633,32.5162530730256,924.708025146633,32.4333557704161,924.708025146633,33.3830205390876,924.708025146633,34.9371076557191,924.708025146633,36.7216711965599
923.92196827475,33.7623347211129,923.92196827475,32.4971561690355,923.92196827475,32.39509334852,923.92196827475,33.3203510879601,923.92196827475,35.1704649308155,923.92196827475,36.339600800045,923.92196827475,33.9756797564534,923.92196827475,32.5441075998988,923.92196827475,32.461566509575,923.92196827475,33.4097538160864,923.92196827475,34.9614589261116,923.92196827475,36.7432676053699
923.13591140287,33.7441725476831,923.13591140287,32.4622937969977,923.13591140287,32.2016532006288,923.13591140287,33.4062280908885,923.13591140287,35.0638596102698,923.13591140287,36.7362114283591,923.13591140287,34.0004403842804,923.13591140287,32.5720354558236,923.13591140287,32.4898652082069,923.13591140287,33.4365840306132,923.13591140287,34.9859093288102,923.13591140287,36.7649591518021
922.349854530989,33.8102082114931,922.349854530989,32.372976970978,922.349854530989,32.4229145727337,922.349854530989,33.3705667263933,922.349854530989,35.1781013458073,922.349854530989,37.0342360036221,922.349854530989,34.0252569849425,922.349854530989,32.6000370344924,922.349854530989,32.5182523437394,922.349854530989,33.4635117179102,922.349854530989,35.0104594198724,922.349854530989,36.7867463716333
921.563797659112,33.7815836495689,921.563797659112,32.659512268126,921.563797659112,32.4606600016637,921.563797659112,33.4012660842118,921.563797659112,35.2861126535829,921.563797659112,36.936596974928,921.563797659112,34.050129856351,921.563797659112,32.6281127326262,921.563797659112,32.546728397166,921.563797659112,33.4905374170639,921.563797659112,35.0351097591528,921.563797659112,36.8086298040517
920.777740787233,33.8788945552584,920.777740787233,32.4140347035247,920.777740787233,32.3661845441988,920.777740787233,33.4596372189213,920.777740787233,34.9077922215443,920.777740787233,37.0509445915993,920.777740787233,34.0750592987655,920.777740787233,32.6562629500035,920.777740787233,32.5752938530792,920.777740787233,33.5176616710382,920.777740787233,35.0598609103318,920.777740787233,36.8306099916787
919.991683915347,33.8434684392527,919.991683915347,32.4418760663633,919.991683915347,32.4092108782671,919.991683915347,33.6732464616105,919.991683915347,35.0776676778395,919.991683915347,36.9778517826358,919.991683915347,34.100045614816,919.991683915347,32.6844880894883,919.991683915347,32.6039491997023,919.991683915347,33.5448850267067,919.991683915347,35.0847134409447,919.991683915347,36.8526874805893
919.205627043466,33.9484965855136,919.205627043466,32.6036313415308,919.205627043466,32.5229863744082,919.205627043466,33.5296510938364,919.205627043466,35.265496282011,919.205627043466,36.9104687847507,919.205627043466,34.1250891095249,919.205627043466,32.7127885570588,919.205627043466,32.6326949289221,919.205627043466,33.5722080348858,919.205627043466,35.1096679224098,919.205627043466,36.8748628203331
918.419570171587,33.9478206286754,918.419570171587,32.5473972349516,918.419570171587,32.5915038601699,918.419570171587,33.7448945995223,918.419570171587,35.2132259938783,918.419570171587,37.2564680828528,918.419570171587,34.1501900903307,918.419570171587,32.7411647618373,918.419570171587,32.661531536323,918.419570171587,33.5996312503687,918.419570171587,35.1347249300589,918.419570171587,36.8971365639566
917.633513299707,33.9189751835375,917.633513299707,32.5816548473595,917.633513299707,32.6543728851123,917.633513299707,33.7415439084131,917.633513299707,35.074212670913,917.633513299707,37.0869040137668,917.633513299707,34.1753488671109,917.633513299707,32.7696171161194,917.633513299707,32.6904595212199,917.633513299707,33.6271552319587,917.633513299707,35.1598850431666,917.633513299707,36.9195092680237
916.847456427828,33.9089142565447,916.847456427828,32.5526777619336,916.847456427828,32.6209746152175,916.847456427828,33.6959258862052,916.847456427828,35.3856323897295,916.847456427828,37.1490289195569,916.847456427828,34.2005657522049,916.847456427828,32.7981460354036,916.847456427828,32.7194793866924,916.847456427828,33.6547805425036,916.847456427828,35.1851488449798,916.847456427828,36.9419814926371
916.061399555944,33.9590502010433,916.061399555944,32.5697644149457,916.061399555944,32.5589934642924,916.061399555944,33.6485340244893,916.061399555944,35.2372040147535,916.061399555944,37.1129586741821,916.061399555944,34.2258410604376,916.061399555944,32.8267519384224,916.061399555944,32.7485916396189,916.061399555944,33.6825077489302,916.061399555944,35.2105169227479,916.061399555944,36.9645538014605
915.275342684068,33.9418126121687,915.275342684068,32.5878284571517,915.275342684068,32.6197449584572,915.275342684068,33.6932884961369,915.275342684068,35.2442515226303,915.275342684068,37.1766529967329,915.275342684068,34.2511751091431,915.275342684068,32.8554352471707,915.275342684068,32.7777967907104,915.275342684068,33.7103374222778,915.275342684068,35.2359898677524,915.275342684068,36.9872267617384
914.489285812183,34.0031625984453,914.489285812183,32.6387642021369,914.489285812183,32.6436783776078,914.489285812183,33.6435976092641,914.489285812183,35.3218116070943,914.489285812183,37.1304765532317,914.489285812183,34.2765682181896,914.489285812183,32.8841963869396,914.489285812183,32.8070953545476,914.489285812183,33.7382701377355,914.489285812183,35.2615682753384,914.489285812183,37.01000094432
913.703228940306,33.9892552006532,913.703228940306,32.653711412502,913.703228940306,32.645201282674,913.703228940306,33.7512565716379,913.703228940306,35.3472551937804,913.703228940306,37.3263312225203,913.703228940306,34.3020207100021,913.703228940306,32.9130357863445,913.703228940306,32.8364878496134,913.703228940306,33.7663064746751,913.703228940306,35.2872527449438,913.703228940306,37.0328769236783
912.917172068421,34.0031965785948,912.917172068421,32.6464414281267,912.917172068421,32.7555155056439,912.917172068421,33.7085947969503,912.917172068421,35.2704820406875,912.917172068421,37.1190074995547,912.917172068421,34.3275329095891,912.917172068421,32.941953877359,912.917172068421,32.8659747983311,912.917172068421,33.7944470166889,912.917172068421,35.3130438801321,912.917172068421,37.0558552779338
912.131115196539,34.0357762192048,912.131115196539,32.6218909782479,912.131115196539,32.8276925720671,912.131115196539,33.7302822767035,912.131115196539,35.729644558071,912.131115196539,37.2151410395787,912.131115196539,34.3531051445654,912.131115196539,32.970951095345,912.131115196539,32.8955567270985,912.131115196539,33.8226923516242,912.131115196539,35.3389422886211,912.131115196539,37.078936588875
911.34505832466,34.0608471836562,911.34505832466,32.7583684678078,911.34505832466,32.6994969830156,911.34505832466,33.934341423499,911.34505832466,35.3862316560492,911.34505832466,37.4129589975634,911.34505832466,34.3787553585122,911.34505832466,33.0000522346929,911.34505832466,32.9252629650047,911.34505832466,33.8510729945881,911.34505832466,35.3649766854012,911.34505832466,37.1021458548735
910.559001452782,34.1647477322968,910.559001452782,32.7334502137027,910.559001452782,32.9747668951902,910.559001452782,33.8814488981498,910.559001452782,35.379263385242,910.559001452782,37.1146904593827,910.559001452782,34.4044942785658,910.559001452782,33.0292720850935,910.559001452782,32.955110997889,910.559001452782,33.8796071495567,910.559001452782,35.3911642165127,910.559001452782,37.1254980123069
909.7729445809,34.1592826250237,909.7729445809,32.8025113812767,909.7729445809,32.8408487478484,909.7729445809,33.8461501601144,909.7729445809,35.4922702844004,909.7729445809,37.1874817507524,909.7729445809,34.4302942277063,909.7729445809,33.0585723451964,909.7729445809,32.9850555426499,909.7729445809,33.9082478040442,909.7729445809,35.4174607814338,909.7729445809,37.1489547996284
908.986887709018,34.186837924067,908.986887709018,32.950475026775,908.986887709018,32.8349386906842,908.986887709018,34.05942552688,908.986887709018,35.4312569717851,908.986887709018,37.4550848752521,908.986887709018,34.4561555437707,908.986887709018,33.0879534635229,908.986887709018,33.0150971408498,908.986887709018,33.9369955617397,908.986887709018,35.44386700287,908.986887709018,37.1725168112715
908.200830837137,34.1533175378538,908.200830837137,32.7827546261194,908.200830837137,32.8723087105367,908.200830837137,33.9739293906736,908.200830837137,35.4882796789774,908.200830837137,37.3955195152117,908.200830837137,34.4820785673297,908.200830837137,33.1174158921426,908.200830837137,33.0452363382016,908.200830837137,33.9658510307549,908.200830837137,35.4703835078159,908.200830837137,37.1961846454164
907.414773965257,34.3421138708326,907.414773965257,32.9200247218185,907.414773965257,33.1544000335224,907.414773965257,33.9892770593637,907.414773965257,35.5493123968145,907.414773965257,37.4883507046677,907.414773965257,34.5080636417145,907.414773965257,33.1469600867066,907.414773965257,33.0754736846066,907.414773965257,33.9948148236625,907.414773965257,35.4970109275874,907.414773965257,37.2199589040114
906.628717093373,34.2832707296167,906.628717093373,33.1047920810156,906.628717093373,32.8634843817211,906.628717093373,34.168544791442,906.628717093373,35.5291654006232,906.628717093373,37.4550663804559,906.628717093373,34.5341111130431,906.628717093373,33.1765865064825,906.628717093373,33.1058097341933,906.628717093373,34.0238875575342,906.628717093373,35.5237498978537,906.628717093373,37.243840192794
905.842660221493,34.34001306686,905.842660221493,33.0884053191984,905.842660221493,33.1020925871636,905.842660221493,34.0516354642552,905.842660221493,35.7274637024406,905.842660221493,37.5459373745153,905.842660221493,34.5602213302477,905.842660221493,33.2062956143879,905.842660221493,33.1362450453561,905.842660221493,34.0530698539789,905.842660221493,35.5506010586695,905.842660221493,37.2678291213128
905.056603349615,34.3324468083207,905.056603349615,33.0704208194326,905.056603349615,33.1677279511702,905.056603349615,34.1239628663025,905.056603349615,35.7300474289705,905.056603349615,37.5568188053313,905.056603349615,34.5863946451022,905.056603349615,33.2360878770266,905.056603349615,33.166780180795,905.056603349615,34.082362339182,905.056603349615,35.5775650545084,905.056603349615,37.2919263029487
904.270546477733,34.2807806968995,904.270546477733,33.0464085509192,904.270546477733,33.0276749360817,904.270546477733,34.1325841029359,904.270546477733,35.6516817140647,904.270546477733,37.4914233157511,904.270546477733,34.6126314122503,904.270546477733,33.2659637647237,904.270546477733,33.1974157075556,904.270546477733,34.1117656439448,904.270546477733,35.6046425342955,904.270546477733,37.3161323549367
903.484489605854,34.3769017821287,903.484489605854,33.0689385080934,903.484489605854,33.0295354324931,903.484489605854,34.1186156854402,903.484489605854,35.7149259494194,903.484489605854,37.6143742716653,903.484489605854,34.6389319892325,903.484489605854,33.2959237515608,903.484489605854,33.2281521970689,903.484489605854,34.1412804037236,903.484489605854,35.6318341514402,903.484489605854,37.3404478983869
902.698432733971,34.4811373128762,902.698432733971,33.0190551322338,902.698432733971,33.2545900523735,902.698432733971,34.1481305174427,902.698432733971,35.7792643699432,902.698432733971,37.4532075147307,902.698432733971,34.6652967365156,902.698432733971,33.325968315413,902.698432733971,33.2589902251924,902.698432733971,34.1709072586704,902.698432733971,35.6591405638701,902.698432733971,37.3648735583066
901.912375862091,34.3577400175388,901.912375862091,33.1278835865334,901.912375862091,33.099962942166,901.912375862091,34.196232966158,901.912375862091,35.8402756485582,901.912375862091,37.6209672643698,901.912375862091,34.6917260175207,901.912375862091,33.3560979379848,901.912375862091,33.2899303722507,901.912375862091,34.2006468536723,901.912375862091,35.6865624340639,901.912375862091,37.389409963621
901.126318990209,34.3987782867848,901.126318990209,33.0203358981668,901.126318990209,33.2614716770654,901.126318990209,34.1499744822512,901.126318990209,35.6996268078437,901.126318990209,37.6475119561197,901.126318990209,34.7182201986524,901.126318990209,33.386313104848,901.126318990209,33.3209732230777,901.126318990209,34.2304998383934,901.126318990209,35.714100429086,901.126318990209,37.4140577471957
900.340262118332,34.4741956481007,900.340262118332,33.1682158181096,900.340262118332,33.3554199780802,900.340262118332,34.2843898218955,900.340262118332,35.9132438463791,900.340262118332,37.547943192351,900.340262118332,34.7447796493281,900.340262118332,33.4166143054777,900.340262118332,33.352119367058,900.340262118332,34.2604668673147,900.340262118332,35.7417552206197,900.340262118332,37.438817545857
899.554205246451,34.5202508923543,899.554205246451,33.3357572238482,899.554205246451,33.2109574969937,899.554205246451,34.2351568011994,899.554205246451,35.8682567739519,899.554205246451,37.2544736756453,899.554205246451,34.7714047420082,899.554205246451,33.4470020332919,899.554205246451,33.3833693981699,899.554205246451,34.290548599777,899.554205246451,35.769527485002,899.554205246451,37.4636900004146
898.768148374568,34.5067001925486,898.768148374568,33.2657371532097,898.768148374568,33.1349544125937,898.768148374568,34.3201694419223,898.768148374568,35.7936472008875,898.768148374568,37.8184381185367,898.768148374568,34.7980958522251,898.768148374568,33.4774767856884,898.768148374568,33.4147239150275,898.768148374568,34.3207457000215,898.768148374568,35.797417903258,898.768148374568,37.4886757556818
897.982091502687,34.610454790693,897.982091502687,33.3840330827644,897.982091502687,33.4377720027831,897.982091502687,34.3989646785177,897.982091502687,35.9468709622344,897.982091502687,37.5079969802157,897.982091502687,34.8248949438753,897.982091502687,33.5080965599576,897.982091502687,33.446251571586,897.982091502687,34.3511296099658,897.982091502687,35.8254936064737,897.982091502687,37.51383304344
897.196034630807,34.608581614402,897.196034630807,33.3507810796627,897.196034630807,33.3850456303785,897.196034630807,34.4813744042655,897.196034630807,35.9729862183862,897.196034630807,37.9124858800246,897.196034630807,34.8517911927728,897.196034630807,33.538846318355,897.196034630807,33.4779345492626,897.196034630807,34.3816818221507,897.196034630807,35.8537372550224,897.196034630807,37.5391468589651
896.409977758926,34.654620160393,896.409977758926,33.368781093826,896.409977758926,33.407754305688,896.409977758926,34.5207144310838,896.409977758926,35.8122914369648,896.409977758926,37.8622610159391,896.409977758926,34.8787545837858,896.409977758926,33.5696845257534,896.409977758926,33.5097236893317,896.409977758926,34.4123512478915,896.409977758926,35.8821009351011,896.409977758926,37.5645757239462
895.623920887047,34.6660000572359,895.623920887047,33.4248011878635,895.623920887047,33.4667065605086,895.623920887047,34.5685848912419,895.623920887047,36.1572695662663,895.623920887047,37.8073924416181,895.623920887047,34.9057855042102,895.623920887047,33.600611694516,895.623920887047,33.5416196072903,895.623920887047,34.4431385684782,895.623920887047,35.910585343041,895.623920887047,37.590120295033
