sep=,
NKChart
X of n [Wavelength (nm)],n - n,X of k [Wavelength (nm)],k - k,X of nodes [Wavelength (nm)],nodes - k
709.328442251295,1.45513118628033,709.328442251295,0,,
708.542385379415,1.45514863845726,708.542385379415,0,,
707.75632850753,1.4551661294001,707.75632850753,0,,
706.970271635652,1.45518365923813,706.970271635652,0,,
706.184214763771,1.45520122810126,706.184214763771,0,,
705.398157891888,1.45521883611992,705.398157891888,0,,
704.612101020009,1.45523648342518,704.612101020009,0,,
703.826044148129,1.45525417014867,703.826044148129,0,,
703.039987276249,1.45527189642259,703.039987276249,0,,
702.253930404365,1.45528966237976,702.253930404365,0,,
701.467873532484,1.4553074681536,701.467873532484,0,,
700.681816660606,1.45532531387809,700.681816660606,0,,
699.895759788724,1.45534319968785,699.895759788724,0,,
699.109702916845,1.45536112571808,699.109702916845,0,,
698.323646044963,1.45537909210462,698.323646044963,0,,
697.537589173082,1.45539709898389,697.537589173082,0,,
696.751532301199,1.45541514649295,696.751532301199,0,,
695.965475429318,1.45543323476945,695.965475429318,0,,
695.179418557441,1.45545136395169,695.179418557441,0,,
694.393361685559,1.45546953417858,694.393361685559,0,,
693.607304813679,1.45548774558968,693.607304813679,0,,
692.821247941798,1.45550599832516,692.821247941798,0,,
692.035191069915,1.45552429252584,692.035191069915,0,,
691.249134198035,1.45554262833318,691.249134198035,0,,
690.463077326153,1.45556100588926,690.463077326153,0,,
689.677020454275,1.45557942533686,689.677020454275,0,,
688.890963582394,1.45559788681936,688.890963582394,0,,
688.104906710513,1.45561639048082,688.104906710513,0,,
687.31884983863,1.45563493646596,687.31884983863,0,,
686.532792966749,1.45565352492015,686.532792966749,0,,
685.746736094869,1.45567215598944,685.746736094869,0,,
684.960679222987,1.45569082982055,684.960679222987,0,,
684.174622351109,1.45570954656085,684.174622351109,0,,
683.388565479226,1.45572830635842,683.388565479226,0,,
682.602508607346,1.45574710936201,682.602508607346,0,,
681.816451735466,1.45576595572105,681.816451735466,0,,
681.030394863585,1.45578484558567,681.030394863585,0,,
680.244337991703,1.45580377910668,680.244337991703,0,,
679.458281119825,1.45582275643561,679.458281119825,0,,
678.672224247942,1.45584177772466,678.672224247942,0,,
677.88616737606,1.45586084312677,677.88616737606,0,,
677.100110504182,1.45587995279558,677.100110504182,0,,
676.314053632301,1.45589910688542,676.314053632301,0,,
675.527996760418,1.45591830555136,675.527996760418,0,,
674.741939888538,1.4559375489492,674.741939888538,0,,
673.955883016658,1.45595683723546,673.955883016658,0,,
673.169826144776,1.45597617056738,673.169826144776,0,,
672.383769272897,1.45599554910294,672.383769272897,0,,
671.597712401015,1.45601497300087,671.597712401015,0,,
670.811655529135,1.45603444242063,670.811655529135,0,,
670.025598657254,1.45605395752244,670.025598657254,0,,
669.239541785373,1.45607351846727,669.239541785373,0,,
668.453484913491,1.45609312541684,668.453484913491,0,,
667.66742804161,1.45611277853365,667.66742804161,0,,
