sep=,
NKChart
X of n [Wavelength (nm)],n - n,X of k [Wavelength (nm)],k - k,X of nodes [Wavelength (nm)],nodes - k
637.79726691014,1.92252559047667,637.79726691014,0,,
637.011210038261,1.92260525270981,637.011210038261,0,,
636.22515316638,1.92268526103248,636.22515316638,0,,
635.439096294497,1.92276561754721,635.439096294497,0,,
634.653039422618,1.92284632437331,634.653039422618,0,,
633.866982550736,1.92292738364707,633.866982550736,0,,
633.080925678857,1.92300879752194,633.080925678857,0,,
632.294868806974,1.92309056816869,632.294868806974,0,,
631.508811935094,1.9231726977756,631.508811935094,0,,
630.722755063214,1.92325518854863,630.722755063214,0,,
629.936698191332,1.9233380427116,629.936698191332,0,,
629.150641319451,1.92342126250638,629.150641319451,0,,
628.364584447571,1.92350485019308,628.364584447571,0,,
627.57852757569,1.92358880805023,627.57852757569,0,,
626.792470703808,1.92367313837497,626.792470703808,0,,
626.006413831927,1.92375784348326,626.006413831927,0,,
625.220356960048,1.92384292571004,625.220356960048,0,,
624.434300088168,1.92392838740948,624.434300088168,0,,
623.648243216285,1.92401423095515,623.648243216285,0,,
622.862186344406,1.92410045874021,622.862186344406,0,,
622.076129472523,1.92418707317766,622.076129472523,0,,
621.290072600643,1.9242740767005,621.290072600643,0,,
620.504015728763,1.92436147176198,620.504015728763,0,,
619.717958856883,1.9244492608358,619.717958856883,0,,
618.931901985002,1.92453744641633,618.931901985002,0,,
618.14584511312,1.92462603101883,618.14584511312,0,,
617.35978824124,1.92471501717967,617.35978824124,0,,
616.573731369359,1.92480440745655,616.573731369359,0,,
615.787674497477,1.92489420442877,615.787674497477,0,,
615.001617625596,1.9249844106974,615.001617625596,0,,
614.215560753715,1.92507502888557,614.215560753715,0,,
613.429503881836,1.92516606163868,613.429503881836,0,,
612.643447009956,1.92525751162463,612.643447009956,0,,
611.857390138074,1.92534938153413,611.857390138074,0,,
611.071333266191,1.92544167408087,611.071333266191,0,,
610.285276394313,1.92553439200181,610.285276394313,0,,
609.499219522431,1.92562753805744,609.499219522431,0,,
608.713162650551,1.92572111503204,608.713162650551,0,,
607.927105778671,1.92581512573392,607.927105778671,0,,
607.141048906789,1.92590957299572,607.141048906789,0,,
606.354992034909,1.92600445967464,606.354992034909,0,,
605.568935163026,1.92609978865276,605.568935163026,0,,
604.782878291147,1.92619556283728,604.782878291147,0,,
603.996821419266,1.92629178516083,603.996821419266,0,,
603.210764547384,1.92638845858174,603.210764547384,0,,
602.424707675503,1.92648558608431,602.424707675503,0,,
601.638650803622,1.92658317067917,601.638650803622,0,,
600.852593931741,1.92668121540351,600.852593931741,0,,
600.066537059863,1.92677972332141,600.066537059863,0,,
599.28048018798,1.92687869752415,599.28048018798,0,,
598.494423316099,1.92697814113053,598.494423316099,0,,
597.708366444218,1.92707805728717,597.708366444218,0,,
